Cód. Parceiro;Qty;Prazo Cross Dock
33825060;30;15
33825062;56;15
33890004;28;15
33890005;0;15
33890006;0;15
33890008;0;15
33890010;0;15
40300029;15;15
40508006;109;15
40508010;77;15
41001118;1;2
41067018;15;15
41072018;15;15
41072024;10;15
41072030;21;15
41128215;16;15
41128217;17;15
41191040;58;15
41191165;28;15
42001212;11;15
42021208;13;15
42021212;7;15
42240216;12;15
42241206;1;2
42241212;54;15
42241215;6;15
42241217;15;15
42360010;0;15
42360020;712;15
42360401;19;15
42360402;19;15
42360403;5;15
42362010;390;15
42362020;684;15
42380045;261;15
42380519;215;15
42400150;18;15
42400200;27;15
42403001;5;15
42406010;0;15
42410010;11;15
42410020;0;15
42411010;5;15
42411020;7;15
42500010;16;15
42500020;9;15
42509010;0;15
42510010;18;15
42510020;15;15
42514010;0;15
42520010;21;15
42520020;11;15
42521010;21;15
42620152;8;15
42620515;13;15
42860001;9;15
42860002;0;15
43141155;13;15
43141156;10;15
43141158;42;15
43141159;45;15
43141160;44;15
43141161;50;15
43141174;46;15
43141519;20;15
43141525;0;15
43145110;182;15
43146133;11;15
43146134;44;15
43146135;44;15
43149112;9;15
43154051;112;15
43194012;7;15
43352003;43;15
43410030;26;15
43500501;12;15
43505003;0;15
43600022;429;15
43610022;40;15
43800001;10;15
43800002;6;15
77714235;34;15
77714435;114;15
77719445;22;15
77753235;27;15
77756435;11;15
78752001;0;15
78775002;1;2
78363505;220;15
78366505;41;15
78380701;106;15
78380771;50;15
78380781;97;15
78382771;89;15
78382781;46;15
78383701;20;15
78503000;6;2
78620160;58;15
78620200;80;15
79120506;0;15
79170520;116;15
79170530;112;15
79180526;41;15
79190500;15;15
79190510;54;15
79190516;22;15
79210521;208;15
79256533;43;15
79258203;30;15
79258253;74;15
79634102;157;15
79634103;83;15
79634152;68;15
79833512;9;15
79833513;20;15
92780109;0;15
92780210;6;15
92783000;5;15
92783109;6;15
92783210;0;15
92789000;11;15
92789010;13;15
92790010;0;15
92790109;9;15
14063134;10;15
91154126;12;15
91154156;10;15
91154206;17;15
91295065;1;2
91411047;6;15
91411072;0;15
91412072;7;15
91413072;7;15
91414072;7;15
91417072;0;15
91418047;5;15
91418072;21;15
91424026;2;2
91451050;16;15
91451061;11;15
91451080;9;15
91451107;11;15
91452051;8;15
91452080;12;15
91452107;11;15
91453050;5;15
91453051;6;15
91453072;0;15
91453080;13;15
91454050;17;15
91454051;5;15
91454061;9;15
91454080;11;15
91458051;41;15
91458071;10;15
91458080;12;15
91481064;1;2
91620018;33;2
91624159;7;15
91627119;7;15
91627156;6;15
91734074;0;15
91750023;74;15
91750028;90;15
91750100;0;15
91751073;7;15
91754023;8;15
91754028;15;15
91757023;6;15
91757100;6;15
92030040;0;15
92034000;17;15
92034040;24;15
92034109;38;15
92036000;46;15
92042000;5;15
92045000;93;15
92045007;101;15
92045010;18;15
92045040;70;15
92045109;60;15
92046000;52;15
92046007;44;15
92046010;16;15
92046040;0;15
92046109;18;15
92047000;15;15
92047007;28;15
92047010;0;15
92047040;36;15
92047109;23;15
92048007;0;15
92048040;129;15
92048109;226;15
92049000;36;15
92049007;51;15
92049010;16;15
92049109;75;15
92050009;57;15
92050010;35;15
92050040;81;15
92052009;40;15
92053000;38;15
92060009;13;2
92060010;8;15
92060040;0;15
92061210;0;15
92062009;24;15
92063140;10;15
92063210;5;15
92063910;7;15
92064140;10;15
92064910;0;15
92066210;16;15
92081009;0;15
92082009;15;15
92082010;0;15
92089009;0;15
92089010;14;15
92089110;8;15
92110009;15;15
92238000;2;2
92351009;11;15
92351109;17;15
92470009;25;15
92471009;15;15
92473009;13;15
92474009;12;15
92710010;8;15
92710020;0;15
92710080;5;15
92710090;0;15
92710210;16;15
92711070;0;15
92711080;0;15
92711090;10;15
92711210;6;15
92713010;7;15
92713070;0;15
92713090;22;15
92713210;13;15
92714010;0;15
92714080;7;15
92714210;7;15
92721007;0;15
92722210;0;15
92751070;0;15
92751080;0;15
92751090;0;15
92751210;0;15
92752210;0;15
92753070;5;15
92753080;5;15
92753090;6;15
92756210;2;2
92761090;0;15
92762090;0;15
92770010;8;15
92770210;6;15
92771007;7;15
92772007;9;15
92772090;0;15
92773060;5;15
13198070;0;15
93040527;0;15
93041527;35;15
93042527;17;15
93073507;16;15
93089507;15;15
93410507;0;15
93420507;5;15
93806102;252;15
93806112;7;15
93806122;189;15
93830123;13;15
93831103;17;15
93831123;26;15
93863123;0;15
93864123;5;15
93903123;10;15
93904123;5;15
94010102;27;15
94010202;74;15
94012102;7;15
94012202;43;15
94014102;8;15
94014106;0;15
94014202;11;15
94014203;6;15
94014206;5;15
94019102;9;15
94020102;337;15
94020103;5;15
94020106;17;15
94020107;57;15
94020202;617;15
94020203;0;15
94020205;0;15
94020206;133;15
94020207;216;15
94021102;16;15
94022102;705;15
94022103;7;15
94022106;0;15
94022107;51;15
94022203;24;15
94022205;14;15
94022206;321;15
94023102;20;15
94024102;606;15
94024103;13;15
94024106;29;15
94024107;91;15
94024203;119;15
94024205;0;15
94024206;192;15
94024207;0;15
94028102;11;15
94028202;8;15
94030102;5;15
94030103;0;15
94030107;12;15
94030203;11;15
94030207;55;15
94031102;22;15
94032102;0;15
94032107;24;15
94032202;7;15
94032207;15;15
94033102;75;15
94033202;18;15
94035203;5;15
94039102;0;15
94040407;52;15
94042406;63;15
94042407;0;15
94044406;74;15
94044407;27;15
94050402;12;15
94050406;516;15
94050407;142;15
94052406;347;15
94054406;550;15
94054407;198;15
94061402;9;15
94061406;58;15
94061407;51;15
94062402;176;15
94073506;49;15
94073507;15;15
94075506;74;15
94075507;12;15
94081506;60;15
94081507;247;15
94083506;77;15
94085506;67;15
94085507;136;15
94101207;66;15
94105207;32;15
94113207;24;15
94115207;0;15
94121207;7;15
94401407;9;15
94405117;0;15
94406117;7;15
94510009;6;15
94510016;8;15
94517002;0;15
94520009;5;15
94520010;7;15
94520011;16;15
94520012;40;15
94520013;16;15
94520014;0;15
94520015;7;15
94528001;0;15
94530016;8;15
94530027;0;15
94532014;0;15
94990002;55;15
94520017;11;15
94520018;12;15
94700111;0;15
94700211;25;15
94700310;56;15
94708271;0;15
94708281;7;15
94716114;13;15
94748220;27;15
94749220;44;15
94750220;0;15
94752104;45;15
94810110;27;15
94810220;5;15
94829110;11;15
94829220;6;15
94830220;0;15
94833110;0;15
94833220;8;15
94866220;85;15
94867220;57;15
94879220;0;15
95800001;87;15
95800002;31;15
95800003;123;15
95800004;70;15
95800005;71;15
95800006;19;15
95800007;149;15
95800008;82;15
95800009;60;15
95800010;32;15
95800011;108;15
95800012;20;15
94716111;13;15
23799087;0;15
23799088;0;15
23799089;0;15
64250640;0;15
64250645;0;15
64250670;0;15
64250680;0;15
64250940;0;15
92271280;1;2
92320060;0;15
92383040;0;15
92485280;14;15
92485390;19;15
92485670;21;15
69066900;14;15
24690000;0;15
92041000;15;15
MKIMLCRD;3;2
MKIMLCGN;11;2
IMLC05MFISG;7;2
IMLC05MFISR;8;2
IMLC05MFIGD;8;2
0116az-mr;0;12
0112az-mr;0;12
7898059211118_RX;0;15
7898059214447_ROSA;0;15
7898059214447_ROXO;0;15
7898059215550_ROSA;0;15
7898059216663_ROSA;0;15
7898059216663_ROXO;0;15
7898059217776_ROSA;0;15
7898059217776_PSGO;0;15
BE01;13564;7
BE02;6837;7
BE03;3129;7
BE04;0;7
CE01;0;7
CE02;0;7
CE03;2302;7
CE04;0;7
CE05;5221;7
CE06;0;7
CE09;12130;7
CE10;24189;7
CE11;0;7
CE12;325;7
CE13;218;7
CE14;1847;7
CE15;0;7
CE16;445;7
CE19;5410;7
CE20;4831;7
EB01;1695;7
EB02;7267;7
EB03;6962;7
EB04;3293;7
EB05;0;7
EB06;5310;7
EB08;2903;7
EB09;3481;7
EB10;5419;7
EB11;8947;7
FP01;967;7
FP02;1069;7
FP03;6278;7
FP04;912;7
FP05;4069;7
FP06;0;7
HO01;2771;7
HO02;295;7
HO03;0;7
HO04;0;7
HO05;4125;7
HO06;0;7
HO07;9217;7
HO08;0;7
7899826742323;493;10
7899826742330;789;10
7899826742347;1359;10
845828066285;7;2
845828066063;2;2
845828066407;5;2
LVZIPPERBL;4;2
LVZIPPERRD;0;6
110120015554Azul;0;12
4214azul2tons;0;12
4214verde2tons;0;12
4214gr-lj;0;12
4146GTVMG;0;12
4146PTGG;1;2
4213gr-lj;0;12
4213verde2tons;0;12
4213azul2tons;0;12
4227ptrl;0;12
4227verde2tons;0;12
4227gr-lj;0;12
6042;0;12
6043;0;12
6046;0;12
1208cz-vd;0;12
1212cz-vd;0;12
4203PTPP;0;12
4203PTG;0;12
4203PTP;0;12
4203PTM;0;12
4203PTGG;0;12
4147CZP;0;12
4147CZM;0;12
4147CZG;0;12
4147CZGG;0;12
4147VDP;0;12
4147VDM;0;12
4147VDG;0;12
4147VDGG;0;12
4148vd-ljP;0;12
4148pt-czP;0;12
4148vd-ljGG;0;12
4148pt-czM;0;12
4148vd-ljM;0;12
4148pt-czG;0;12
4148vd-ljG;0;12
3125vd-qd;0;12
3125pt-qd;0;12
1420pt-qd;0;12
1420vd-qd;0;12
6251am;0;12
4149vd-czP;0;12
4149vd-czGG;0;12
4149vd-czM;0;12
4149vd-czG;0;12
4149vm-czM;1;2
BI007;0;7
IMP91283;0;30
IMP91282;0;30
IMP91286;0;30
IMP91284;0;30
IMP91285;0;30
CAX00060;0;30
708580AZUL;100;10
708580VERMELHO;100;10
708612PRETO;100;10
708612VERMELHO;0;10
707165CINZA;0;10
700820AZUL;52;10
701000AZUL;0;10
708350PRETO;100;10
708350VERMELHO;49;10
801070CINZA;47;10
548001PRETO;0;10
548002PRETO;0;10
548003PRETO;0;10
548004PRETO;47;10
548005PRETO;41;10
548006PRETO;34;10
548008PRETO;41;10
548009PRETO;66;10
548010PRETO;73;10
806024AZUL;47;10
806026CINZA;40;10
903065UNICA;0;10
903095PRETO;58;10
903096PRETO;0;10
903510AZUL;0;10
903515AZUL;31;10
903516AZUL;0;10
903517AZUL;100;10
903550VERDE;100;10
907023PRETO;96;10
907060PRETO;100;10
150520UNICA;100;10
740120UNICA;100;10
700150ROXO;0;10
708220AZUL;23;10
708220VERMELHO;26;10
700160AZUL;0;10
700160CINZA;0;10
801060AZUL;100;10
701170LARANJA;0;10
705000AZUL;0;10
705000CINZA;0;10
705010AZUL;0;10
705010CINZA;0;10
705020CINZA;0;10
705020MARROM;0;10
707015VERDE;0;10
707015VERMELHO;28;10
708365PRETO;80;10
806020LARANJA;38;10
806022CINZA;47;10
903008UNICA;100;10
907024PRETO;100;10
IXAU3044PR17;0;30
IXBA3051CR;0;30
IXBA3052CZ;0;30
IXCA2055PR17;0;30
IXCJ4016PR17;0;30
IGED0919;0;30
IGED0910;0;30
IGED0917;0;30
IGOD0091;0;30
IGOR0068;0;30
IGOR0047;0;30
IGOD0060;0;30
110120026144;0;12
110120026145;0;12
110120026154;0;12
110120026155;0;12
A4;0;6
A9;0;6
A17;0;6
C4;0;6
C6;0;6
C7;0;6
C17;0;6
C28;0;6
T6-AZ;2;2
T9-MASSAGE;0;6
T9;0;6
T9-85;0;6
T17;0;6
T18;7;2
CAU13;1;2
S1;0;6
S2;0;6
A8;4;2
A32;3;2
C21;0;6
T84;1;2
T116;0;6
T150-RS;0;6
BB318;0;15
BB062;0;15
BO407;507;7
SP256;4436;7
SP255;3398;7
SP254;254;7
SP253;0;7
SP246;0;7
PH234;0;7
771015UNICA;0;10
771018UNICA;0;10
771020UNICA;69;10
771025UNICA;100;10
771030UNICA;0;10
771035UNICA;13;10
771040UNICA;11;10
771210UNICA;100;10
771215UNICA;0;10
771510UNICA;100;10
771520UNICA;62;10
771525UNICA;100;10
772510UNICA;93;10
774010UNICA;46;10
774020UNICA;0;10
777010UNICA;100;10
777015UNICA;100;10
777018UNICA;100;10
777020UNICA;0;10
777022UNICA;0;10
777025UNICA;0;10
777050UNICA;0;10
777060UNICA;0;10
777070UNICA;45;10
CAX90256;0;30
CAX90257;0;30
BI001;0;7
BI131;850;7
ES150;0;7
ES151;0;7
ES152;0;7
ES165;0;7
850081MARROM;5;10
850082MARROM;0;10
850052PRETO;9;10
850053PRETO;8;10
850054PRETO;0;10
850055PRETO;8;10
850066AZUL;9;10
850085PRETO;9;10
850086MARROM;17;10
850086PRETO;6;10
850087PRETO;13;10
850093PRETO;0;10
850113VERMELHO;0;10
850114VERMELHO;8;10
850117VERMELHO;11;10
850115VERMELHO;6;10
850116VERMELHO;9;10
850118VERMELHO;9;10
850111PRETO;10;10
852301AMARELO;12;10
852302AMARELO;14;10
852303AMARELO;13;10
852304AMARELO;18;10
852305AMARELO;18;10
852330AZUL;0;10
852333AZUL;16;2
852331AZUL;10;10
852335AZUL;8;10
852337AZUL;0;10
852339AZUL;18;10
852340AZUL;0;10
852011AZUL;21;10
852011PRETO;13;10
852011VERMELHO;18;10
852012AZUL;24;10
852012PRETO;32;10
852012VERMELHO;11;10
852013AZUL;24;10
852013PRETO;30;10
852013VERMELHO;36;10
852014PRETO;48;10
852014VERMELHO;30;10
852015VERMELHO;53;10
852016AZUL;34;10
852016PRETO;30;10
852016VERMELHO;33;10
852017AZUL;15;10
852017PRETO;20;10
852017VERMELHO;25;10
852018AZUL;16;10
852018PRETO;39;10
850041CINZA;11;10
850041MARROM;6;10
850042CINZA;15;10
850042MARROM;6;10
850043CINZA;9;10
850043MARROM;5;10
850044CINZA;6;10
850044MARROM;7;10
852401VERDE;16;10
852402VERDE;18;10
852403VERDE;17;10
852404VERDE;23;10
852405VERDE;19;10
852406VERDE;25;10
852407VERDE;18;10
852408VERDE;11;10
852409VERDE;18;10
852410VERDE;0;10
850045MARROM;21;10
850046MARROM;21;10
850047MARROM;8;10
850048MARROM;15;10
850049MARROM;9;10
850050CINZA;0;10
850050MARROM;0;10
850020MARROM;0;10
850020PRETO;10;10
850021MARROM;30;10
850021PRETO;14;10
850023MARROM;0;10
850023PRETO;9;10
850022MARROM;6;10
850022PRETO;26;10
852411VERDE;20;10
852412VERDE;11;10
852413VERDE;10;10
850024MARROM;14;10
850024PRETO;20;10
850025MARROM;0;10
850026MARROM;15;10
850027MARROM;18;10
850029PRETO;6;10
850102MARROM;9;10
850102VERDE;8;10
850103MARROM;24;10
850103VERDE;6;10
850104MARROM;14;10
850104VERDE;8;10
850105MARROM;22;10
850105VERDE;10;10
850106MARROM;12;10
850106VERDE;7;10
850107MARROM;9;10
852051AZUL;7;10
852051VERMELHO;9;10
852052AZUL;7;10
852052PRETO;18;10
852052VERMELHO;6;10
852053AZUL;0;10
852053VERMELHO;21;10
852054AZUL;42;10
852054VERMELHO;21;10
852055AZUL;23;10
852055VERMELHO;29;10
852056AZUL;25;10
852056VERMELHO;25;10
852057AZUL;45;10
852057VERMELHO;9;10
852058AZUL;11;10
852058VERMELHO;21;10
856001AREIA;9;10
856002AREIA;9;10
856003AREIA;8;10
856004AREIA;11;10
856005AREIA;16;10
856005PRETO;8;10
856006AREIA;6;10
856006PRETO;14;10
856007PRETO;15;10
856008AREIA;19;10
856008PRETO;8;10
856010AREIA;8;10
856011AREIA;6;10
850151MARROM;8;10
850151PRETO;0;10
850152MARROM;11;10
850152PRETO;9;10
850153MARROM;9;10
850153PRETO;12;10
850154MARROM;16;10
850155MARROM;12;10
850156MARROM;34;10
850157MARROM;20;10
850158MARROM;18;10
850159MARROM;8;10
850160MARROM;20;10
850160PRETO;0;10
850071MARROM;0;10
850072MARROM;0;10
850073MARROM;0;10
850074MARROM;14;10
850074VERDE;0;10
850075VERDE;0;10
850076VERDE;0;10
850077VERDE;0;10
850078VERDE;6;10
850079MARROM;27;10
850079VERDE;0;10
850080MARROM;6;10
850080VERDE;0;10
852010PRETO;5;10
7898506466504;3902;7
7899838806624;438;7
7899838809496;0;7
7899838825090;0;7
7899838825144;0;7
7899838825151;0;7
7899838825168;0;7
7899838825182;0;7
7899838825199;0;7
7899838825205;0;7
7899838825250;0;7
7899838825311;0;7
7899838825328;0;7
7899838825342;0;7
7899838825359;0;7
7899838825366;0;7
7899838825380;0;7
7899838825465;2113;7
7899838825472;1380;7
7899838825489;2910;7
7899838825526;1032;7
7899838825533;0;7
7899838825540;4725;7
7899838825557;2455;7
7899838825335;0;7
BO405;0;7
BO404;1365;7
BO406;0;7
5070RL;0;8
8035GRA;0;8
7898059217776_RSFL;0;15
7898059217776_ABRS;0;15
7898059216663_RXAB;1;2
7898059216663_URRS;0;15
7898059216663_RSBC;0;15
7898059216663_RSAB;0;15
7898059211118_RSUR;1;2
7898059211118_RSBC;2;2
7898059211118_RSPT;1;2
7898059211118_ESTR;1;2
7898059215550_RSFL;0;15
7898059215550_RSUR;0;15
7898059212221_RSCR;0;15
7898059214447_RSAB;0;15
7898059214447_RSFL;0;15
7898059214447_RSURXD;0;15
IXCA5111PRC20;0;30
IXCA5111PRC42;0;30
IXCA5111PRC46;0;30
416400ROSA;4;2
416400AZ;3;2
1320PTG;0;8
7898059216663_RSUR;1;2
7898059211118_RSES;1;2
7898059217776_RSCR;0;15
850081VERDE;5;10
850082VERDE;0;10
021010UNICA;100;10
021020UNICA;100;10
021040UNICA;100;10
021070UNICA;100;10
021210UNICA;100;10
021220UNICA;100;10
022020UNICA;100;10
022050UNICA;100;2
022052UNICA;100;10
022054UNICA;0;10
852306AMARELO;11;10
852307AMARELO;0;10
852308AMARELO;0;10
852309AMARELO;0;10
852310AMARELO;0;10
852311AMARELO;17;10
030155BRANCO;19;10
310370UNICA;100;10
310390UNICA;100;10
030431VERDE;78;10
030525PRETOETURQUESA;0;10
030550PRETOETURQUESA;100;10
030555PRETOETURQUESA;100;10
032011UNICA;100;10
039512UNICA;23;10
IMP91299;0;30
IMP91300;1;2
7898059214447_RSPT;0;15
REFB4ROSAURSOCORACAO;0;15
IAKISKBRNF;0;30
IMSIESBR03BL13;0;30
IMSIESBR03BL38;0;30
IMSIESBR03BL73;0;30
IMSL00BR35BA73PL66;0;30
IMSL00BR35TS13DX13;0;30
IMSL00BR35TS41TX73;0;30
IMSL00BR35TS53DX53;0;30
IP1028BR62BA73PL66;0;30
T164;1;2
049134LARANJA;0;10
049121VERDE;0;10
049224UNICA;0;10
049104LARANJA;0;10
049102AZUL;0;10
AC178;2572;7
7898921022989;0;10
7898921021180;0;10
7898961005249;0;10
7898961005232;0;10
7898961005164;0;10
7898921021296;0;10
7898921021197;0;10
7898961005256;0;10
7898921021333;0;10
7898921021036;0;10
7898961005225;0;10
7898961005218;0;10
7898961005201;0;10
7898921021517;0;10
7898921021661;0;10
7898961005324;0;10
7898921021364;0;10
7898961005270;0;10
7898961005263;0;10
7898921021937;0;10
7898921021944;0;10
7898961005713;0;10
7898921021708;0;10
7898921021746;0;10
7898921021739;0;10
7898921021418;0;10
7898921021432;0;10
7898961005317;0;10
7898961005300;0;10
7898961005287;0;10
7898961005294;0;10
7898921022118;0;10
7898961005461;0;10
7898921022101;0;10
7898961005720;0;10
7898961005508;0;10
7898961005478;0;10
7898961005485;0;10
7898921023481;0;10
7898921023399;0;10
7898961005362;0;10
7898921023030;0;10
7898921023047;0;10
7898921023023;0;10
7898921023702;0;10
7898921022583;0;10
7898921023719;0;10
7898921022644;0;10
7898961005423;0;10
7898961005416;0;10
7898961005393;0;10
7898921023375;0;10
7898961005386;0;10
7898961005065;0;10
7898921023337;0;10
7898921023320;0;10
7898921022941;0;10
7898921022972;0;10
7898921022903;0;10
7898921022934;0;10
7898961005331;0;10
7898921022743;0;10
7898921022750;0;10
7898921022361;0;10
7898921022347;0;10
7898961005195;0;10
7898961005355;0;10
7898961005348;0;10
7898961005515;1;2
7898961005546;0;10
7898961005522;0;10
7898961005539;0;10
BBU_009;0;10
BBU_010;0;10
BBU_011;0;10
BFR_009;0;10
BFR_010;0;10
BFR_011;0;10
BTC_009;0;10
BTC_010;0;10
BTC_011;0;10
BTC_012;0;10
BTC_013;1;2
BVP_009;0;10
BVP_010;0;10
BVP_011;0;10
BVP_012;0;10
BVP_013;0;10
CDM_009;1;2
CDM_010;0;10
CDM_011;0;10
CDM_012;1;2
CDM_013;0;10
CDM_101;0;10
CDM_302;0;10
CRD_009;0;10
CRD_010;0;10
CRD_011;0;10
CTC_009;0;10
CTC_010;0;10
CTC_011;0;10
CTS_009;0;10
CTS_010;0;10
CTS_011;0;10
EBE_009;0;10
EBE_010;0;10
EBE_011;0;10
EBE_012;0;10
EBE_013;0;10
EDP_009;0;10
EDP_010;0;10
EDP_011;0;10
EDP_012;0;10
EDP_013;0;10
EE0_009;0;10
EE0_010;0;10
EE0_011;0;10
EE0_012;0;10
EE0_013;0;10
FTM_009;0;10
FTM_010;0;10
FTM_011;0;10
FTM_012;0;10
FTM_013;0;10
FTM_101;0;10
LTM_009;0;10
LTM_010;0;10
LTM_011;0;10
LTM_012;1;2
LTM_013;0;10
LTP_009;0;10
LTP_010;0;10
LTP_011;0;10
LTP_012;0;10
LTP_013;0;10
MCC_009;0;10
MCC_010;0;10
MCC_011;0;10
MCC_012;0;10
MCC_013;0;10
MFB_009;0;10
MFB_010;0;10
MFB_011;0;10
MFB_012;0;10
MFB_013;0;10
MFB_302;0;10
MHD_009;0;10
MHD_010;0;10
MHD_011;0;10
MLU_009;0;10
MLU_010;0;10
MLU_011;0;10
MME_009;1;2
MME_010;0;10
MME_011;0;10
MME_012;0;10
MME_013;0;10
MME_101;0;10
MME_302;0;10
MVM_009;0;10
MVM_010;0;10
MVM_011;0;10
MVM_012;0;10
MVM_013;0;10
MVM_101;0;10
MVM_302;0;10
MWK_009;0;10
MWK_010;0;10
MWK_011;0;10
NBZ_009;0;10
NBZ_010;0;10
NBZ_011;0;10
NBZ_012;0;10
NBZ_013;0;10
NBZ_101;0;10
NBZ_302;0;10
NCB_009;0;10
NCB_010;0;10
NCB_011;0;10
NCB_012;0;10
NCB_013;0;10
NCT_009;0;10
NCT_010;0;10
NCT_011;0;10
NFT_009;0;10
NFT_010;0;10
NFT_011;0;10
NFT_012;2;2
NFT_013;0;10
NFT_101;1;2
NFT_302;0;10
NGC_009;0;10
NGC_010;0;10
NGC_011;0;10
NVG_009;0;10
NVG_010;0;10
NVG_011;0;10
NVG_012;0;10
NVG_013;0;10
NVP_009;0;10
NVP_010;0;10
NVP_011;0;10
NVP_012;0;10
NVP_013;0;10
PTD_009;0;10
PTD_010;0;10
PTD_011;0;10
7899838813165;0;7
1450pt-cz;0;12
FTM_302;0;10
IABA0000NL77;0;30
8015GR;0;8
8015PT;0;8
06079170990480;0;10
06079418950000;30;10
00079168600000;30;2
06079168430000;0;10
06079168990000;30;10
07079168640000;30;10
08079169180000;1;2
06079379950000;30;10
04079107700480;0;10
06079107990480;0;10
07079104500070;0;10
06079746210070;0;10
06079311220000;30;10
05079545870000;0;10
04079545700000;0;10
06079545220000;0;10
08079545130000;0;10
06079545800000;0;10
08079548180000;0;10
05079548090000;0;10
04079558730000;0;10
05079558810000;0;10
08079558370000;0;10
07079155410000;0;10
07079155490000;0;10
07079249410000;0;10
07079249710000;0;10
04079402700000;0;10
00079402640000;0;10
06079402430000;0;10
07079402410000;0;10
00079401590000;0;10
05079401970000;0;10
00079154600000;0;10
06079154430000;0;10
07079154410000;30;10
07079154710000;30;10
06079523950000;30;10
00079339490000;0;10
07079339950000;0;10
07068193390000;30;10
07079348490000;0;10
04079348890000;30;10
06079152660480;0;10
06079065330480;0;10
06079065260480;0;10
04079065890480;0;10
05079065650000;0;10
04079065470000;0;10
07079341930480;0;10
05079341870480;0;10
04079791700480;0;10
06079791800480;0;10
05079539740000;0;10
07079539470000;0;10
07079539760000;0;10
07079036790000;0;10
07079036300000;0;10
07079036470000;0;10
05079036300000;0;10
04079340590000;0;10
05079340760000;30;10
00079840490000;0;10
07079840950000;0;10
06079901000000;30;10
08079902370000;30;10
00079902830000;30;10
06079902720000;1;2
08079902360000;30;10
08079904380000;30;10
08079904390000;30;10
08079904300000;30;10
06079220200000;0;10
06079232190000;0;10
06079232200000;30;10
06079409950000;0;10
07079409490000;0;10
07079409780000;0;10
06079828950000;0;10
07079828470000;0;10
07079583410000;0;10
07079583960000;0;10
07079159410000;0;10
07079159960000;0;10
06060855190000;0;10
00002429100000;0;10
00002429200000;0;10
00001191000000;0;10
00001192000000;30;10
00002430100000;30;10
00002430200000;0;10
00008015100000;30;2
00008015200000;30;2
00009090100000;30;10
00009090200000;30;10
00069005000000;0;10
00007703000000;0;10
00007700000000;30;10
00060067000000;0;10
00007897000000;0;10
00007898000000;0;10
00007987000000;30;10
00007651000000;30;10
00007681000000;0;10
00072367000000;0;10
00007157000000;30;10
00007894000000;30;10
00069028000000;30;10
00007206000000;0;10
00005195000000;0;10
00005905100000;0;10
00065261000000;0;10
00007347100000;0;10
00007946000000;0;10
00002306000000;0;10
00006811000000;0;10
00006814000000;0;10
00060140000000;0;10
00060079000610;0;10
00060084000610;0;10
00005208000610;0;10
00007853000610;30;10
00005228000000;30;10
00005225000000;0;10
00007905000000;0;10
00009149000000;30;10
00006714000000;0;10
00007412070000;0;10
00007901000000;30;10
00007902000000;30;10
00007414000000;0;10
00006716000000;0;10
00006722000000;0;10
00061759000000;0;10
00007331070000;0;10
00007667000000;0;10
00007666000000;0;10
00007646000000;30;10
00007823000000;0;10
00009397000000;0;10
00009398000000;30;10
00007201000000;30;10
00000906000000;1;2
00000907000000;0;10
00069029000000;0;10
00005833000000;0;10
00005185000000;0;10
00005187000000;0;10
00070106000000;0;10
00072363000000;0;10
29pt-fl;0;2
29vm-es;2;2
AU205;0;7
101387161310_TM;0;12
101387160105;0;12
1016AZR;0;8
1016GR;0;8
1016PA;0;8
1016ROB;0;8
396873MG;0;12
396873GG;0;12
392639MG;0;12
392639GG;0;12
392676MG;0;12
392676GG;17;12
392677GG;0;12
379968NS;0;12
397798NS;0;12
397790G;0;12
397790GG;0;12
395043PP;0;12
395043P;17;12
395043M;43;12
395043G;15;12
395043GG;14;12
394989P;0;12
394989M;5;12
394989G;7;12
394989GG;0;12
394991PP;0;12
394991P;13;12
394991M;12;12
394991G;0;12
395002P;0;12
395002M;0;12
395002G;0;12
395009PP;0;12
395009P;16;12
395009M;9;12
395009G;0;12
7899826749230;1741;10
7899826749223;2014;10
7899826749155;1811;10
7899826749162;1027;10
7899826749148;1983;10
7899826749131;939;10
7899826748998;2550;10
7899826748981;2146;10
7899826749070;2064;10
7899826749087;1581;10
7899826749063;2012;10
7899826749056;980;10
7899826748950;3283;10
7899826748967;1492;10
7899826748943;2467;10
7899826748936;1432;10
7899826748875;364;10
7899826748912;57;10
7899826748905;86;10
7899826742705;1400;10
7899826742941;131;10
7899826742934;55;10
7899826743771;2450;10
7899826743788;1065;10
7899826743764;2296;10
7899826747991;1536;10
7899826748035;1580;10
7899826744730;672;2
7899826744747;291;10
7899826744723;670;10
7899826744716;346;10
7899826744693;955;10
7899826744709;418;2
7899826744686;1007;10
7899826744679;546;10
7899826744778;575;10
7899826744785;226;10
7899826744761;585;10
7899826744754;309;10
7899826744891;1322;10
7899826744907;459;10
7899826744884;1277;10
7899826744877;615;10
7899826744853;1041;10
7899826744846;1037;10
7899826744839;502;10
7899826749957;544;10
7899826749964;261;10
7899826749940;538;10
7899826749933;275;10
707760AZUL;100;10
700045VERMELHO;0;10
808000AZUL;77;10
808000VERDE;68;10
852332AZUL;23;10
852334AZUL;6;10
852336AZUL;0;10
852338AZUL;0;10
310290UNICA;100;10
743165UNICA;100;10
293050VERDE;100;10
291026UNICA;0;10
742630UNICA;100;10
742680UNICA;90;10
742650UNICA;20;10
800082CINZA;0;10
800104LARANJA;100;10
800114VERDE;97;10
800118VERMELHO;0;10
800720AMARELO;47;10
800720CINZA;21;10
800710AZUL;100;10
800710VERDE;69;10
800712VERMELHO;26;10
